ID,AGE,GENDER,DRIVING_EXPERIENCE,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,Vehicle t ype,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,,,air bag
75820,65+,male,30y+,upper class,0.624232932,1,before 2015,1,1,10238,8000,1,0,3,0,Station Wagon/Sport Utility Vehicle,40.87029,-73.84318,"(40.87029, -73.84318)",EASTCHESTER ROAD,,,0,0,0,0,0,0,0,0,Unspecified,,,1
317151,65+,female,30y+,upper class,,1,after 2015,1,1,10238,10000,1,0,2,0,Carry All,40.78058,-73.81431,"(40.78058, -73.81431)",150 STREET,20 ROAD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
62005,26-39,female,0-9y,working class,0.390911332,1,before 2015,0,1,10238,15000,0,0,0,0,Sedan,40.79166,-73.96469,"(40.79166, -73.96469)",WEST 96 STREET,CENTRAL PARK WEST,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
180479,16-25,female,0-9y,working class,0.428901,0,before 2015,0,0,10238,15000,0,0,0,1,Dump,40.709057,-73.86324,"(40.709057, -73.86324)",,,88-01     RUTLEDGE AVENUE,0,0,0,0,0,0,0,0,,,,1
169486,26-39,female,10-19y,poverty,0.242734705,0,before 2015,0,1,32765,8000,2,0,0,0,Sedan,40.599754,-73.750084,"(40.599754, -73.750084)",,,17-20     NEW HAVEN AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,,,1
784424,26-39,male,10-19y,middle class,0.343917671,1,before 2015,0,0,10238,16000,0,0,0,1,Sedan,40.725365,-73.89454,"(40.725365, -73.89454)",LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
877560,26-39,male,10-19y,upper class,0.557241329,1,before 2015,1,0,32765,8000,0,0,0,0,Sedan,40.688904,-73.980934,"(40.688904, -73.980934)",FULTON STREET,FLATBUSH AVENUE EXTENSION,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,,,1
661538,40-64,male,20-29y,middle class,0.364990052,1,before 2015,0,1,10238,,1,0,6,0,Station Wagon/Sport Utility Vehicle,40.825504,-73.886086,"(40.825504, -73.886086)",SHERIDAN EXPRESSWAY,,,1,0,0,0,0,0,1,0,Unspecified,,,1
734708,40-64,female,0-9y,upper class,0.675741299,1,before 2015,1,1,10238,10000,0,0,0,0,Sedan,40.7415,-73.97781,"(40.7415, -73.97781)",,,301       EAST 29 STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
105788,65+,male,0-9y,upper class,0.565424492,1,after 2015,1,1,10238,8000,0,0,0,0,Sedan,40.791405,-73.93569,"(40.791405, -73.93569)",FDR DRIVE,,,5,0,0,0,0,0,5,0,Other Vehicular,,,1
782760,26-39,female,10-19y,middle class,0.560135055,1,before 2015,1,1,32765,,0,0,1,0,Sedan,40.593647,-73.78346,"(40.593647, -73.78346)",,,334       BEACH 53 STREET,0,0,0,0,0,0,0,0,Other Vehicular,,,1
888987,26-39,female,10-19y,upper class,0.569236072,1,after 2015,1,0,32765,12000,0,0,0,0,Sedan,40.81847,-73.9414,"(40.81847, -73.9414)",7 AVENUE,WEST 140 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
159532,65+,female,20-29y,upper class,0.698069772,1,before 2015,1,0,10238,12000,0,1,1,0,Sedan,,,,GOWANUS RAMP,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
488136,40-64,male,20-29y,upper class,0.619171157,1,before 2015,0,1,92101,17000,0,0,0,0,Sedan,40.662277,-73.91078,"(40.662277, -73.91078)",LIVONIA AVENUE,BRISTOL STREET,,5,0,0,0,0,0,5,0,Other Vehicular,,,1
184115,40-64,male,0-9y,upper class,0.616977102,1,before 2015,1,1,10238,7000,0,0,0,0,Sedan,40.887413,-73.8607,"(40.887413, -73.8607)",,,3959      WHITE PLAINS ROAD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
684334,65+,male,30y+,upper class,0.426833816,1,before 2015,1,1,10238,9000,2,0,5,0,Sedan,40.711735,-73.73662,"(40.711735, -73.73662)",,,104-27    SPRINGFIELD BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,,,1
9128,40-64,female,20-29y,middle class,0.474348001,0,after 2015,1,1,10238,9000,1,0,1,0,Station Wagon/Sport Utility Vehicle,40.88895,-73.82884,"(40.88895, -73.82884)",,,1614      EAST 233 STREET,0,0,0,0,0,0,0,0,Alcohol Involvement,,,1
546140,16-25,male,0-9y,middle class,0.536900379,0,before 2015,0,1,32765,10000,0,0,0,1,Tractor Truck Diesel,40.68949,-73.92207,"(40.68949, -73.92207)",GATES AVENUE,,,2,0,0,0,0,0,2,0,Oversized Vehicle,,,1
805429,65+,female,10-19y,upper class,0.765208398,0,before 2015,1,1,10238,9000,2,0,1,0,Bus,40.82289,-73.94208,"(40.82289, -73.94208)",,,300       WEST 145 STREET,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,1
208360,65+,female,30y+,upper class,0.650594908,1,after 2015,1,1,10238,8000,2,0,1,0,Sedan,40.721344,-73.986755,"(40.721344, -73.986755)",,,166       ESSEX STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
132013,65+,female,30y+,upper class,0.58012446,1,before 2015,1,0,10238,12000,3,1,1,0,Taxi,40.884182,-73.87899,"(40.884182, -73.87899)",,,3569      DEKALB AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
646502,16-25,female,0-9y,poverty,0.339300542,0,before 2015,1,0,10238,15000,0,0,0,1,Station Wagon/Sport Utility Vehicle,,,,WASHINGTON BRIDGE 181 ST,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
582402,26-39,female,10-19y,upper class,0.644905773,1,after 2015,0,0,10238,13000,0,0,1,0,Tractor Truck Diesel,,,,TRIBOROUGH BRIDGE,,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
87473,26-39,male,10-19y,poverty,0.360310462,0,before 2015,0,0,32765,14000,2,0,1,1,Station Wagon/Sport Utility Vehicle,40.65477,-74.00708,"(40.65477, -74.00708)",GOWANUS EXPY (BQE),,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
717551,40-64,male,0-9y,upper class,0.695718548,1,after 2015,1,1,10238,12000,0,0,0,0,Sedan,40.761425,-73.86053,"(40.761425, -73.86053)",DITMARS BOULEVARD,31 DRIVE,,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
811811,40-64,female,20-29y,upper class,0.483497441,1,after 2015,1,1,10238,8000,1,1,1,0,Sedan,40.676598,-73.795944,"(40.676598, -73.795944)",120 AVENUE,144 STREET,,1,0,0,0,0,0,1,0,Unsafe Speed,,,1
530970,26-39,male,0-9y,working class,0.451519742,0,before 2015,0,0,10238,13000,0,0,0,1,Sedan,40.83394,-73.9087,"(40.83394, -73.9087)",WEBSTER AVENUE,EAST 169 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,1
657844,26-39,male,10-19y,upper class,0.493101718,1,before 2015,0,0,32765,14000,0,1,1,1,Sedan,40.752052,-74.000984,"(40.752052, -74.000984)",WEST 30 STREET,10 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
176642,65+,female,20-29y,upper class,0.527437962,1,before 2015,0,1,10238,14000,0,1,3,0,Sedan,40.694557,-73.906555,"(40.694557, -73.906555)",IRVING AVENUE,HALSEY STREET,,1,0,0,0,0,0,1,0,Unsafe Speed,,,1
704098,65+,female,30y+,upper class,0.754849952,1,before 2015,1,1,10238,8000,3,1,2,0,Sedan,40.862392,-73.91802,"(40.862392, -73.91802)",9 AVENUE,,,1,0,0,0,0,0,1,0,Turning Improperly,,,1
352454,26-39,female,10-19y,upper class,0.469489286,1,before 2015,0,0,10238,14000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.64466,-74.00507,"(40.64466, -74.00507)",,,662       47 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
772474,26-39,male,10-19y,poverty,0.398398694,0,before 2015,1,1,10238,11000,1,0,1,0,Station Wagon/Sport Utility Vehicle,40.84597,-73.896545,"(40.84597, -73.896545)",,,4183      3 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
400472,65+,female,30y+,upper class,0.630167277,1,before 2015,1,1,10238,8000,5,0,1,0,Station Wagon/Sport Utility Vehicle,,,,BROOKLYN BATTERY TUNNEL,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
477976,16-25,male,0-9y,poverty,,0,before 2015,0,1,32765,,0,0,0,1,Sedan,40.807556,-73.919235,"(40.807556, -73.919235)",EAST 138 STREET,BROOK AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,1
871873,16-25,female,0-9y,poverty,0.157277433,1,before 2015,0,0,10238,13000,0,0,0,0,Sedan,40.754986,-73.74535,"(40.754986, -73.74535)",CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
446423,40-64,female,20-29y,middle class,0.487133471,1,before 2015,0,1,10238,13000,0,0,0,0,Sedan,40.64495,-73.95186,"(40.64495, -73.95186)",ROGERS AVENUE,BEVERLEY ROAD,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,1
614581,26-39,male,10-19y,middle class,0.579433534,1,before 2015,0,1,10238,11000,2,0,2,1,Station Wagon/Sport Utility Vehicle,40.66453,-73.89545,"(40.66453, -73.89545)",,,590       LIVONIA AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,,,1
72018,65+,female,0-9y,upper class,0.526060779,1,before 2015,1,1,10238,8000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.652317,-73.92752,"(40.652317, -73.92752)",EAST 53 STREET,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
887907,40-64,female,20-29y,middle class,0.691928722,1,before 2015,0,1,10238,14000,0,0,1,0,Station Wagon/Sport Utility Vehicle,40.66696,-73.77078,"(40.66696, -73.77078)",SOUTH CONDUIT AVENUE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,1
186769,16-25,female,0-9y,poverty,0.355637235,0,before 2015,0,1,10238,,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.752228,-73.98385,"(40.752228, -73.98385)",,,48        WEST 39 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
801513,16-25,male,0-9y,working class,0.543586814,1,before 2015,0,0,10238,16000,0,0,0,1,Sedan,,,,HUTCHINSON RIVER PARKWAY RAMP,,,1,0,0,0,0,0,1,0,Following Too Closely,,,1
773539,26-39,female,10-19y,upper class,0.486914397,1,before 2015,1,0,32765,11000,2,0,0,1,Sedan,40.8685,-73.832596,"(40.8685, -73.832596)",NEW ENGLAND THRUWAY,BARTOW AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,1
342837,40-64,female,20-29y,upper class,0.806295737,1,after 2015,1,1,10238,11000,2,0,0,0,Station Wagon/Sport Utility Vehicle,40.63812,-74.02476,"(40.63812, -74.02476)",WAKEMAN PLACE,3 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,1
76364,16-25,female,0-9y,working class,0.605389969,1,before 2015,0,0,10238,15000,0,0,0,0,Bike,40.579803,-73.97184,"(40.579803, -73.97184)",WEST 5 STREET,,,0,0,0,0,0,0,0,0,Passing Too Closely,,,1
581821,65+,female,20-29y,upper class,0.654721892,0,after 2015,1,1,10238,,0,0,0,0,Sedan,,,,VERNON BOULEVARD,welling ct,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,,,1
750304,40-64,female,0-9y,middle class,0.652976525,1,before 2015,0,1,32765,15000,0,0,0,0,Sedan,,,,SHERIDAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
867562,40-64,female,20-29y,upper class,,1,after 2015,1,1,10238,15000,0,0,1,0,Sedan,,,,NICK LAPORTE PLACE,BAY STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,1
502443,65+,female,10-19y,middle class,0.435357113,1,before 2015,1,1,10238,9000,0,0,0,0,Station Wagon/Sport Utility Vehicle,,,,FEATHERBED LANE,MACOMBS ROAD,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,1
314241,16-25,male,0-9y,poverty,0.409307606,1,before 2015,0,0,10238,12000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.633457,-73.94773,"(40.633457, -73.94773)",,,2131      NOSTRAND AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
843780,65+,female,20-29y,middle class,,1,before 2015,0,1,10238,12000,2,1,2,0,Station Wagon/Sport Utility Vehicle,40.74807,-73.83075,"(40.74807, -73.83075)",BOOTH MEMORIAL AVENUE,,,1,0,1,0,0,0,0,0,Turning Improperly,,,1
949220,40-64,female,10-19y,upper class,0.691968396,1,before 2015,0,1,92101,10000,1,1,0,0,Sedan,40.71307,-73.75362,"(40.71307, -73.75362)",FRANCIS LEWIS BOULEVARD,99 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
418920,26-39,female,0-9y,upper class,0.679379838,1,before 2015,1,1,10238,11000,0,0,0,0,Tractor Truck Diesel,40.730946,-73.84859,"(40.730946, -73.84859)",108 STREET,65 ROAD,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,,,1
294679,40-64,male,20-29y,upper class,0.583226291,1,before 2015,1,1,10238,11000,5,0,2,0,Station Wagon/Sport Utility Vehicle,40.854763,-73.90765,"(40.854763, -73.90765)",DAVIDSON AVENUE,WEST 180 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,1
588241,40-64,male,10-19y,upper class,0.742475987,1,after 2015,1,1,10238,12000,0,0,2,0,Sedan,40.832027,-73.93528,"(40.832027, -73.93528)",HARLEM RIVER DRIVE,,,3,0,0,0,0,0,3,0,Other Vehicular,,,1
342418,26-39,female,10-19y,middle class,0.65150061,0,before 2015,0,1,10238,11000,1,0,0,0,Sedan,40.74724,-73.73696,"(40.74724, -73.73696)",CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,1
327940,26-39,female,10-19y,upper class,0.739095132,1,after 2015,1,1,10238,11000,0,0,0,0,Bus,,,,EAST 161 STREET,MACOMBS DAM BRIDGE,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
937879,16-25,female,0-9y,poverty,0.471987098,0,before 2015,0,1,32765,14000,0,0,0,1,Sedan,40.808956,-73.94041,"(40.808956, -73.94041)",5 AVENUE,WEST 129 STREET,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,,,1
937766,16-25,female,0-9y,poverty,0.312329419,0,before 2015,0,1,21217,9000,0,0,0,1,Sedan,40.623825,-73.9737,"(40.623825, -73.9737)",AVENUE J,EAST 3 STREET,,1,0,0,0,0,0,1,0,Unspecified,,,1
709224,26-39,female,10-19y,middle class,0.627091288,1,after 2015,0,1,32765,9000,1,0,0,0,Station Wagon/Sport Utility Vehicle,40.72261,-73.99242,"(40.72261, -73.99242)",,,9         STANTON STREET,0,0,0,0,0,0,0,0,Driver Inexperience,,,1
8618,26-39,female,10-19y,upper class,0.70487148,1,after 2015,0,0,32765,8000,1,0,0,0,Station Wagon/Sport Utility Vehicle,40.60457,-73.75355,"(40.60457, -73.75355)",CENTRAL AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
829698,26-39,male,10-19y,middle class,0.364895289,1,before 2015,1,1,32765,9000,5,1,1,1,Sedan,40.748913,-73.9374,"(40.748913, -73.9374)",NORTHERN BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
583432,65+,male,30y+,upper class,0.680339305,1,after 2015,1,1,10238,11000,7,1,3,0,Station Wagon/Sport Utility Vehicle,40.72903,-73.881775,"(40.72903, -73.881775)",,,81-17     57 AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
658150,26-39,male,10-19y,poverty,0.335171089,0,after 2015,0,1,10238,13000,2,0,1,0,Station Wagon/Sport Utility Vehicle,40.59458,-73.7584,"(40.59458, -73.7584)",,,179       BEACH 25 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
25959,40-64,male,0-9y,upper class,0.593342529,1,before 2015,1,1,10238,11000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.661385,-73.8841,"(40.661385, -73.8841)",LINDEN BOULEVARD,SCHENCK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
849780,40-64,male,0-9y,upper class,0.56333847,1,before 2015,1,0,10238,10000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.751648,-73.95042,"(40.751648, -73.95042)",,,43-35     9 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
807008,26-39,male,10-19y,poverty,0.303744239,1,before 2015,0,0,10238,,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.7473,-73.828995,"(40.7473, -73.828995)",BOOTH MEMORIAL AVENUE,136 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,1
240683,26-39,female,10-19y,middle class,0.537593173,1,after 2015,0,1,10238,12000,2,0,0,0,Sedan,40.75855,-73.82964,"(40.75855, -73.82964)",41 AVENUE,,,0,0,0,0,0,0,0,0,Passing Too Closely,,,1
88282,26-39,female,10-19y,poverty,0.127417717,0,before 2015,0,0,92101,13000,3,0,4,0,Station Wagon/Sport Utility Vehicle,,,,TRIBOROUGH BRIDGE,,,2,0,0,0,0,0,2,0,Alcohol Involvement,,,1
880213,26-39,female,10-19y,middle class,0.512796699,1,before 2015,0,1,10238,11000,0,0,0,0,Sedan,40.824066,-73.908714,"(40.824066, -73.908714)",EAST 163 STREET,3 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,1
552010,65+,male,20-29y,upper class,0.694265214,1,after 2015,1,1,92101,11000,3,0,1,0,Station Wagon/Sport Utility Vehicle,40.71154,-73.83624,"(40.71154, -73.83624)",JACKIE ROBINSON PKWY,,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
55969,26-39,female,0-9y,poverty,0.341102343,0,before 2015,0,1,10238,13000,0,0,0,1,Sedan,40.831184,-73.913284,"(40.831184, -73.913284)",EAST 167 STREET,FINDLAY AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
694933,26-39,female,10-19y,poverty,0.391278986,0,before 2015,1,1,10238,9000,0,0,1,0,Station Wagon/Sport Utility Vehicle,40.704494,-73.81743,"(40.704494, -73.81743)",VAN WYCK EXPWY,,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
175995,16-25,female,0-9y,working class,,0,before 2015,0,0,10238,14000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.86173,-73.91182,"(40.86173, -73.91182)",CEDAR AVENUE,WEST FORDHAM ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
10585,40-64,female,20-29y,upper class,0.566625187,1,after 2015,1,0,10238,13000,1,0,0,0,Sedan,,,,TRIBOROUGH BRIDGE,,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
616068,16-25,male,0-9y,poverty,0.399113611,1,before 2015,0,1,32765,8000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.623524,-74.083015,"(40.623524, -74.083015)",,,217       BROAD STREET,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,1
859400,65+,female,30y+,upper class,,1,before 2015,1,1,32765,6000,11,1,1,0,Station Wagon/Sport Utility Vehicle,,,,HORACE HARDING EXPRESSWAY,RODMAN STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
974638,65+,male,0-9y,upper class,0.678048255,1,after 2015,1,1,10238,10000,0,0,0,0,Sedan,40.720375,-74.003265,"(40.720375, -74.003265)",CANAL STREET,GREENE STREET,,2,0,0,0,0,0,2,0,Illnes,,,1
354483,65+,female,30y+,upper class,0.649728681,1,before 2015,1,1,10238,9000,3,0,3,0,Station Wagon/Sport Utility Vehicle,40.63465,-73.9146,"(40.63465, -73.9146)",,,7812      FLATLANDS AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
585379,65+,female,10-19y,upper class,0.569463728,0,before 2015,1,1,32765,8000,3,0,0,1,Station Wagon/Sport Utility Vehicle,40.84274,-73.854485,"(40.84274, -73.854485)",,,1514      BRONXDALE AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
161766,40-64,female,20-29y,working class,0.316776692,1,after 2015,0,1,92101,12000,3,1,2,0,Sedan,40.696663,-73.98085,"(40.696663, -73.98085)",BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
860897,40-64,male,20-29y,upper class,0.6267889,1,before 2015,1,1,10238,10000,5,0,3,0,Sedan,40.644073,-73.935394,"(40.644073, -73.935394)",CLARENDON ROAD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
5195,40-64,female,0-9y,upper class,0.56408247,1,after 2015,1,1,32765,6000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.69756,-73.85275,"(40.69756, -73.85275)",WOODHAVEN BOULEVARD,PARK LANE SOUTH,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
480896,40-64,female,10-19y,working class,,0,before 2015,0,1,10238,11000,0,0,1,0,,40.69706,-73.91933,"(40.69706, -73.91933)",WILSON AVENUE,BLEECKER STREET,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,,,1
672155,40-64,female,20-29y,middle class,0.537390857,0,before 2015,0,1,10238,10000,3,0,2,0,Garbage or Refuse,40.69268,-73.93998,"(40.69268, -73.93998)",DE KALB AVENUE,MARCUS GARVEY BOULEVARD,,0,0,0,0,0,0,0,0,,,,1
957372,26-39,male,10-19y,upper class,0.60670459,1,before 2015,0,1,92101,15000,1,0,0,1,Station Wagon/Sport Utility Vehicle,40.788357,-73.97453,"(40.788357, -73.97453)",WEST 87 STREET,AMSTERDAM AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,1
186080,65+,female,20-29y,upper class,0.534527773,1,before 2015,1,1,10238,10000,0,1,3,0,Sedan,40.75524,-73.97328,"(40.75524, -73.97328)",EAST 48 STREET,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,1
608703,65+,female,20-29y,upper class,0.767632593,1,before 2015,1,1,10238,,1,0,0,0,Sedan,40.760365,-73.97377,"(40.760365, -73.97377)",MADISON AVENUE,EAST 54 STREET,,1,0,0,0,0,0,1,0,Turning Improperly,,,1
563413,26-39,male,10-19y,working class,,1,before 2015,0,1,10238,8000,1,0,1,0,Sedan,40.643894,-73.93826,"(40.643894, -73.93826)",CLARENDON ROAD,ALBANY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,1
240130,16-25,male,0-9y,poverty,0.378018485,1,before 2015,0,1,10238,12000,0,0,0,1,USPS truck,40.66336,-73.95975,"(40.66336, -73.95975)",MC KEEVER PLACE,EMPIRE BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
598271,26-39,female,10-19y,middle class,0.578062558,1,before 2015,0,0,10238,,0,0,0,0,Sedan,40.78517,-73.973145,"(40.78517, -73.973145)",WEST 84 STREET,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
215682,65+,female,30y+,middle class,0.64994012,1,before 2015,1,1,10238,13000,5,0,0,0,Pick-up Truck,,,,EAST 51 STREET,2 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
331067,65+,female,30y+,upper class,0.6867894,1,after 2015,1,1,10238,13000,2,1,2,0,Sedan,40.74424,-73.77618,"(40.74424, -73.77618)",FRANCIS LEWIS BOULEVARD,HOLLIS COURT BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
140764,26-39,male,10-19y,poverty,,0,before 2015,0,0,10238,12000,1,0,1,1,Sedan,40.711777,-73.85928,"(40.711777, -73.85928)",,,90-13     METROPOLITAN AVENUE,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,,,1
290615,26-39,male,10-19y,working class,0.363703347,0,before 2015,0,1,10238,12000,2,0,2,1,Station Wagon/Sport Utility Vehicle,,,,VANWYCK EXPRESSWAY EXTENSION,SOUTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,,,1
988795,26-39,male,10-19y,middle class,0.433437333,1,before 2015,0,0,32765,13000,1,0,1,0,Sedan,40.560104,-74.124405,"(40.560104, -74.124405)",,,153       CHAMPLAIN AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
263950,26-39,male,10-19y,working class,0.509908207,1,after 2015,0,0,10238,12000,1,1,4,0,Station Wagon/Sport Utility Vehicle,40.85711,-73.93561,"(40.85711, -73.93561)",FORT WASHINGTON AVENUE,,,3,0,0,0,0,0,3,0,Backing Unsafely,,,1
936328,40-64,female,20-29y,upper class,0.646984329,1,before 2015,0,1,10238,14000,4,0,0,0,Station Wagon/Sport Utility Vehicle,40.602303,-73.93566,"(40.602303, -73.93566)",,,2165      GERRITSEN AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
488928,16-25,male,0-9y,poverty,0.349164733,0,before 2015,0,1,10238,13000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.753468,-73.91355,"(40.753468, -73.91355)",NORTHERN BOULEVARD,49 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
253805,40-64,female,20-29y,middle class,0.614593255,1,before 2015,0,1,10238,13000,1,0,1,0,Sedan,40.76465,-73.823494,"(40.76465, -73.823494)",NORTHERN BOULEVARD,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Oversized Vehicle,,,1
346658,16-25,female,0-9y,middle class,0.499862681,1,before 2015,0,1,10238,14000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.71373,-74.01385,"(40.71373, -74.01385)",WEST STREET,,,4,0,0,0,0,0,4,0,Following Too Closely,,,1
212512,40-64,female,0-9y,upper class,0.640130007,1,before 2015,1,1,32765,8000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.71824,-74.000725,"(40.71824, -74.000725)",,,114       LAFAYETTE STREET,0,0,0,0,0,0,0,0,Following Too Closely,,,1
266723,40-64,female,20-29y,upper class,0.756849736,1,after 2015,0,1,10238,16000,0,1,2,0,Station Wagon/Sport Utility Vehicle,40.753986,-73.80769,"(40.753986, -73.80769)",159 STREET,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,,,1
94106,26-39,female,0-9y,middle class,0.698997246,1,before 2015,1,1,10238,10000,0,0,0,0,Sedan,40.67495,-73.91475,"(40.67495, -73.91475)",,,2208      DEAN STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
956081,26-39,female,10-19y,poverty,0.286804026,0,before 2015,0,0,10238,17000,0,0,2,1,Sedan,40.673943,-73.86393,"(40.673943, -73.86393)",SUTTER AVENUE,ELDERTS LANE,,1,0,1,0,0,0,0,0,Glare,,,1
